Age,Cause,Date,Employed at,Employeed (Y/N),Fatalities,Gender,Incident Area,Injured,Latitude,Location,Longitude,Mental Health Issues,Open/Close Location,Policeman Killed,Race,State,Summary,Target,Title,Total victims
34,psycho,2014-04-03,Fort Hood,1.0,3,M,Fort Hood Army Post,12,31.20143875,"Fort Hood, Texas",-97.7717578135356,Unclear,Open,3.0,Latino,Texas,"Army Specialist Ivan Lopez, 34, opened fire at the Fort Hood Army Post in Texas, killing three and wounding at least 12 others before shooting himself in the head after engaging with military police. Lt. Gen. Mark A. Milley told reporters that Lopez ""had behavioral health and mental health"" issues.",Policeman,Fort Hood shooting 2,15
34,psycho,2014-04-02,Fort Hood,1.0,4,Male,Fort Hood Army Post,16,31.07925506,"Killeen, Texas",-97.73392317,Yes,Open,3.0,Some other race,Texas,"On April 2, 2014, a 34-year-old Army Specialist began shooting at Fort Hood where he was stationed. He killed 3 military personnel and wounded 16 others before committing suicide. ",Policeman,Fort Hood,19
,anger,2014-03-23,,,0,Male,Outside Club,8,37.75457839,"San Francisco, CA",-122.44243429999999,No,Open,0.0,Black American or African American,California,"On the evening of March 23, 2014, the shooters were arguing with a crowd outside of a club, which prompted them to retrieve arms from their car for the attack. Eight people were wounded by the attack, and there were no fatalities. The shooters were later apprehended.",random,San Francisco Tenderloin,8
44,psycho,2014-02-20,,,4,Female,,2,41.4911123,"Alturas, California",-120.54909099999999,No,,0.0,Native American or Alaska Native,California,"On February 20, 2014, a 44-year old woman went to a tribe eviction meeting where she killed three family members and a worker. After running out of ammunition, the shooter grabbed a butcher knife and stabbed another person.",Family+random,Cedarville Rancheria Tribe,6
,anger,2013-12-28,,,3,Male,,5,32.34729571,"Montgomery, Alabama",-86.26730242,No,Close,0.0,Black American or African American,Alabama,"Early morning on December 28, 2013, a rapper had a confrontation with an acquaintance before going onstage. Soon after, the acquaintance left and re-entered the building and fired at the rapper. He and another shooter injured 5 and killed 3, including the rapper.",rapper+random,Centennial Hill Bar & Grill,8
23,anger,2013-11-01,,0.0,1,Male,Los Angeles International Airport,3,34.17622092,"Los Angeles, California",-118.53995420000001,No,Open,1.0,White American or European American,California,"On November 1, 2013, an unemployed 23-year old man entered Terminal 3 at Los Angeles International Airport (LAX) in California, and pulled a rifle from his bag, killing one TSA officer and wounding two other officers and a passenger before he was wounded and captured. Witnesses said that the shooter was calmly asking people: ""Hey, are you TSA?"". If they said no, the shooter moved on.",TSA Officer,Los Angeles International Airport (LAX),4
12,psycho,2013-10-21,,,2,Male,Sparks Middle School in Nevada,2,39.54058388,"Sparks, Nevada",-119.748291,Unknown,Close,0.0,Some other race,Nevada,"On October 21, 2013, a 12-year old student at Sparks Middle School in Nevada, shot and injured two students and killed a teacher before killing himself. ",random,Sparks Middle School,3
34,terrorism,2013-09-16,Navy Yard,1.0,13,Male,,3,38.90480894,Washington D.C.,-77.01629717,Yes,Close,0.0,Black American or African American,Washington,"On September 16, 2013, a 34-yearl old contractor for the Navy Yard in Washington D.C, entered the building shooting randomly, killing twelve people and injuring three surviving victims before he was shot and killed by law enforcement officers.  Five other people were injured during the incident while trying to escape.",random,Washington Navy Yard,15
40,psycho,2013-08-14,,,4,Male,,0,35.46779189,"Oklahoma City, Oklahoma",-97.5191631,Yes,,0.0,White American or European American,Oklahoma,"On August 14, 2013, a 40-year old man obsessed with actress Selena Gomez, fatally shot his mother, sister, niece and infant nephew. He was later arrested and told police he had to getaway from his family because they were preventing him from being with his one true love.",Family,Oklahoma City Residence,4
44,psycho,2013-08-07,,0.0,4,Male,Home,4,32.79480596,"Dallas, Texas",-96.76631094,Unknown,Close,0.0,Black American or African American,Texas,"On August 7, 2013, a 44-year old former special education teacher allegedly went on a murder spree in the Dallas area, killing four people, including his ex-wife and estranged girlfriend, and wounding four others. Once police arrived at the second home, the shooter after running out of ammunition, reportedly pretended he was one of the victims and appeared catatonic.",random,Homes in Desoto and Dallas,8
59,psycho,2013-08-05,,0.0,3,Male,Ross Township,3,39.75344279,"Salisbury , Pennsylvania",-79.08435956,No,Close,0.0,White American or European American,Pennsylvania,"On August 5, 2013, an unemployed 59-year old man went to Ross Township's monthly meeting in Salisbury, Pennsylvania, killing three people and injuring four more. The shooter was later restrained and shot in the leg by civilians at the scene. He had been forced to vacate his property of 20 years and had been living out of his car and in abandoned buildings ever since.",random,Ross Township Supervisor Council Meeting,6
42,terrorism,2013-07-26,,,7,Male,Apartment Complex,0,25.86701050000001,"Hialeah, Florida",-80.29146268,Unclear,Close,0.0,Latino,Florida,"Pedro Vargas, 42, set fire to his apartment, killed six people in the complex, and held another two hostages at gunpoint before a SWAT team stormed the building and fatally shot him.",random,Hialeah apartment shooting,7
23,psycho,2013-06-07,,,6,Male,,3,34.02319149,"Santa Monica, California",-118.48156440000001,Yes,Open+Close,0.0,White American or European American,California,"On June 7, 2013, a 23-year old killed his father and brother at their family home and then set the home on fire in Santa Monica, California. He then forced a motorist to drive him to the Santa Monica College campus. On his way there he fired at commuters. During a 13-minute shooting spree spanning roughly 1.5 miles he killed three other people and three others wounded by gun shot. The shooter was killed by the police in the Santa Monica College library.",random,Santa Monica College,8
43,anger,2013-04-24,,,7,Male,Home,1,39.54231335,"Manchester, Illinois",-90.33029852,Unknown,Close,0.0,White American or European American,Illinois,"On April 24, 2013, a 43-year old man traveled to the home of his former partner's family in Manchester, Illinois. He shot and killed three adults (one  of them pregnant), a boy, and an infant, all members of the same family. There was a third child who, after shooting her, the shooter took to a neighbor's house; she survived the incident. The shooter was then chased by the police by car. The car chase resulted in a shootout between the two. The shooter was shot and killed by the police.",partner's family,Village of Manchester in Illinois,7
27,anger,2013-04-21,,,5,Male,Apartment,0,47.30909721,"Federal Way, Washington",-122.3357553,Unknown,Close,0.0,Black American or African American,Washington,"On April 21, 2013, a 27-year old man shot and killed his girlfriend at their apartment in Federal Way, Washington. He then shot two neighbors in the building's parking lot and a third victim in another apartment who had come out to see what was happening. It seems the shooter wanted to kill any witness after shooting his girlfriend. He was later killed by police.",Girlfriend,Pinewood Village Apartments,4
64,psycho,2013-03-13,,0.0,5,Male,,2,43.0104011,"Mohawk, New York",-75.00751190000003,No,Open+Close,0.0,White American or European American,New York,"On March 13, 2013, an unemployed 64-year old man set his apartment on fire in Mohawk village, New York, before he went into a local barbershop and shot four people, killing two and wounding two others. Afterwards, the shooter drove to Herkimer village, where he shot and killed to other people at a local car servicing business. After the rampage, he holed up in an abandoned building where he had a standoff with police for 18 hours until he was shot and killed.",random,Mohawk and Herkimer Villages in New York,6
20,psycho,2013-02-19,,0.0,4,Male,,3,33.54961059,"Ladera Ranch, California",-117.64157069999999,Yes,Open+Close,0.0,White American or European American,California,"On February 19, 2013, a 20-year old unemployed, part-time student killed a 20-year old woman at his parent's house. The shooter's parents called 911 when they heard the noise. He drove off in his parents car and went on a killing spree carjacking several cars and shooting at commuters, drivers, and construction workers. He committed suicide when police were approaching. The shooter had left a suicide note that he wrote within an hour of the 911 call his parents made.",random,"Ladera Ranch, Santa Ana, Tustin and Orange",6
33,anger,2013-02-03,,,4,Male,,2,33.67803464,"Irvine, California",-117.773628,Yes,Open+Close,1.0,Black American or African American,California,"On February 3, 2013, a 33-year old former LAPD police officer shot and killed the daughter of a former LAPD captain and her fiance in a parking garage in Irvine, California. The shooter fled the scene and a large manhunt followed until February 12, 2013, during a stand-off  with police at a cabin in the San Bernardino Mountains. The shooter killed one police officer and injured another one before he committed suicide. It is not clear if he took his life before or after the police started to burn down the cabin where he was holed up. ",Coworker's Family,Los Angeles Police Department,7
70,psycho,2013-01-30,,,3,Male,Entrance of building,1,33.57145875,"Phoenix, Arizona",-112.0904854,Unknown,Open,0.0,White American or European American,Arizona,"On January 30, 2013, a 70-year old man attended a mediation session at a law firm in Phoenix, Arizona. At the end of the session he shot three people at the entrance of the building, killing the two man involved in the session with him and wounding a third person. The shooter fled the scene, firing at a man who followed him. He later died from a self-inflicted gunshot wound.",random,Phoenix Law Firm,3
15,psycho,2013-01-19,,,5,Male,Home,0,35.15290522,"South Valley, Albuquerque, New Mexico",-106.7791378,Yes,Close,0.0,Some other race,New Mexico,"On January 19, 2013, a 15-year old homeschooled student shot and killed his mother and three younger siblings in their residential home in South Valley, New Mexico. The shooter then waited up five hours for his father, a former pastor, to arrive home. When the father got home, the son shot him several times and killed him. Apparently, he was planning to go on a killing spree afterwards. Instead he went to church and was later arrested.",Family,South Valley Residence,5
20,terrorism,2012-12-14,,,28,Male,,2,41.41190846,"Newtown, Connecticut",-73.31196267,Yes,Open+Close,0.0,White American or European American,Connecticut,"On December 14, 2012, a 20-year old shot and killed his mother at their home in Newtown, Connecticut. He then travelled to Sandy Hook Elementary School killing twenty children and six adult staff members and injuring two others before killing himself. Court documents showed that the school shooting had occurred in the space of less than five munities with 156 shots fired.",Family+students,Sandy Hook Elementary School,29
22,terrorism,2012-12-11,,0.0,3,Male,Shopping Mall,1,45.44853107,"Happy Valley, Oregon",-122.54401329999999,No,Close,0.0,Some other race,Oregon,"On December 11, 2012, an unemployed 22-year old run into Clackamas Town Center, a shopping center outside the City of Portland, Oregon. The gunman opened fire on shoppers and employees killing two people and seriously wounding a third person before committing suicide.",random,Clackamas Town Center,3
45,psycho,2012-10-21,,,4,Male,Azana Spa in Brookfield,4,43.06396691,"Brookfield, Wisconsin",-88.12299758,No,Close,0.0,Black American or African American,Wisconsin,"On October 21, 2012, a 45-year old man went to Azana Spa in Brookfield, Wisconsin, where his estranged wife worked. He shot and killed his ex-wife and two of her co-workers and injured four others before committing suicide.",Ex-Wife,Azana Spa in Brookfield,7
,terrorism,2012-09-28,,,0,Male,Club,15,25.79653943,"Miami, Florida",-80.20840397,Unknown,Close,0.0,Black American or African American,Florida,"On September 28, shots were fired into a large crowd gathered at The Spot, an all-ages club at which many young teens were present. Fifteen people were injured.",random,The Spot Nightclub,15
36,unemployement,2012-09-27,,0.0,7,Male,Accent Signage Systems Building,2,44.96358722,"Minneapolis, Minnesota",-93.26783687,Yes,Close,0.0,White American or European American,Minnesota,"On September 27, 2012, a 36-year old man recently fired at Accent Signage Systems in Minneapolis, went into the firm's building killing six people and injuring two others. The gunman then turned the gun on himself.",Ex-Coworkers,Accent Signage Systems in Minneapolis,8
40,racism,2012-08-05,Army veteran,1.0,7,Male,Sikh Temple,4,42.88027442,"Oak Creek, Wisconsin",-87.90087079,No,Close,0.0,White American or European American,Wisconsin,"On August 5, 2012, a 40-year old US Army veteran and white supremacist opened fire in a Sikh Temple in Oak Creek, Wisconsin fatally shooting six people and wounded four others. The shooter took his life by shooting himself after he was shot in the stomach by a responding police officer. His girlfriend had broken up with him very recently.",Sikhs,Sikh Temple in Wisconsin,10
24,terrorism,2012-07-20,,,12,Male,Movie Theatre,70,39.709283,"Aurora, Colorado",-104.823488,Yes,Close,0.0,white,Colorado,"James Holmes, 24, opened fire in a movie theater during the opening night of ""The Dark Night Rises"" and was later arrested outside.",random,Aurora theater shooting,82
22,terrorism,2012-06-09,,,3,Male,Apartment Complex,3,32.60598014,"Auburn, Alabama",-85.48989253,Unknown,Close,0.0,Black American or African American,Alabama,"On June 9, 2012, a 22-year old man went to a party in an off-campus apartment complex in Auburn, Alabama. Three people, including two former Auburn University football players, were killed and three others were wounded. The shooter fled the scene and turned himself in a few days later.",Students,University Heights Apartments in Auburn,6
40,psycho,2012-05-30,,,6,Male,,1,47.62199575,"Seattle, Washington",-122.323646,Yes,Open+Close,0.0,White American or European American,Washington,"On May 30, 2012, a 40-year old man went to a coffee shop in Seattle, Washington, where he was asked to leave due to his belligerent behaviour the previous week. The man opened fire and killed four people and injured another one. He then fled and later killed a female motorist, taking off with her SUV. Five hours later, while he was being confronted by police, he killed himself with a gunshot.",random,Cafe in Seattle,6
40,psycho,2012-05-20,,,6,Male,,1,47.6038321,"Seattle, Washington",-122.3300624,Yes,Open+Close,0.0,white,Washington,"Ian Stawicki, 40, gunned down four patrons at a cafe, and another person during a carjacking nearby, then shot himself as police closed in. (He died later that day in a Seattle hospital.)",random,Seattle cafe shooting,7
"19,32",racism,2012-04-06,,,3,Male,"Tulsa, Oklahoma",2,36.13543238,"Tulsa, Oklahoma",-95.91316117,No,,0.0,White American or European American,Oklahoma,"On April 6, 2012, a 19-year old and a 32-year old man went on a deadly shooting spree in Tulsa, Oklahoma, shooting black men at random in an apparently racially motivated attack. Three men died and two were wounded. The victims were chosen at random.",black men,"North Tulsa, Oklahoma",5
43,terrorism,2012-04-02,,,7,Male,Nursing Classroom,3,37.8043808,"Oakland, California",-122.2708166,Yes,Close,0.0,Asian,California,"One L. Goh, 43, a former student, opened fire in a nursing classroom. He fled the scene by car and was arrested nearby a few hours later.",random,Oikos University killings,10
17,terrorism,2012-02-27,,,3,Male,Chardon High Scool,3,41.58025541,"Chardon, Ohio",-81.20812625,Yes,Close,0.0,White American or European American,Ohio,"On February 27, 2012, a 17-year old student entered Chardon High School in Chardon, Ohio, shooting  students in the cafeteria and in the hallway, leaving three students dead and three injured. He then was chased out of the school by a teacher and was arrested outside the school.",Students,Chardon High School,6
59,anger,2012-02-22,,,5,Male,Spa,0,33.9412127,"Norcross, Georgia",-84.2135309,Yes,Close,0.0,Asian,Georgia,"Jeong Soo Paek, 59, returned to a Korean spa from which he'd been kicked out after an altercation. He gunned down two of his sisters and their husbands before committing suicide.",Family,Su Jung Health Sauna shooting,5
,terrorism,2012-01-29,,,5,Male,Home,0,33.5282865,"Birmingham, Alabama",-86.79550448,No,Close,0.0,Black American or African American,Alabama,"Three teenagers attempted to rob a house in the early morning of January 29, 2012. Five people were in the house playing cards, and each was shot to death in the back of the head; four of their bodies were found naked in bedroom, and one had been shot 12 times.",random,Ensley Birmingham,5
41,anger,2011-10-12,,,8,Male,Hair Salon,1,33.75432632,"Seal Beach, California",-118.0715378,Yes,Open+Close,0.0,White American or European American,California,"On October 12, 2011, a 41-year old allegedly opened fire at a hair salon in Seal Beach, California, where his former wife worked. Eight people inside the salon and one person in the parking lot were shot, and only one victim survived. The shooter was later arrested about half a mile away from the salon. He argued earlier that day over the phone with his ex-wife over a custody dispute regarding their 8-year old son.",Ex-Wife,Salon Meritage,9
32,terrorism,2011-09-06,,,5,Male,International House of Pancakes Restaurant,7,39.1637984,"Carson City, Nevada",-119.76740339999999,Yes,Close,0.0,Latino,Nevada,"Eduardo Sencion, 32, opened fire at an International House of Pancakes restaurant and later died from a self-inflicted gunshot wound.",random,IHOP shooting,12
34,psycho,2011-07-07,,,8,Male,,2,42.96920434,"Grand Rapids, Michigan",-85.66008902,Yes,Open+Close,0.0,Black American or African American,Michigan,"On July 7, 2011, a 34-year old man went to two homes on a shooting rampage, killing his estranged wife, their daughter, his former girlfriend, and members of the victims' families. The shooter kept shooting at random as he fled by car and followed and shot another ex-girlfriend while she was driving on her car. The gunman was chased by police that forced him to exit his vehicle and ran on foot, entering a random residence where he took three hostages. He ended releasing the hostages and committing suicide.",Ex-Wife & Family,Residences in Grand Rapids,9
34,anger,2011-04-06,,,1,Male,Opelika campus of Southern Union State Community College in Alabama,3,32.66240106,"Opelika, Alabama",-85.37706931,Yes,Open,0.0,White American or European American,Alabama,"On April 6, 2011, a 34-year old man went to the Opelika campus of Southern Union State Community College in Alabama, where his former wife was a student. He fired into a car and shot and killed his mother-in-law and injured his estranged wife, her grandmother, and her 4-year old daughter. Hours later returned to the crime scene and confessed to a photographer that he was the shooter. He was later arrested by the police.",Ex-Wife & Family,Southern Union State Community College,4
"19,22",anger,2011-02-06,,,1,Male,fraternity house party,11,41.09933958,"Youngstown, Ohio",-80.64631705,Unknown,Close,0.0,Black American or African American,Ohio,"On February 6, 2011, two 19-year old man and a 22-year old man were involved in an argument over a girl in a fraternity house party in Youngstown State University in Ohio. A dispute ensued and one man was thrown out of the party and the other followed. They returned sometime later and began spraying bullets into the crowd, killing one student and injuring eleven others.",random,Youngstown State University,12
22,terrorism,2011-01-08,,,6,Male,,13,32.2217429,"Tucson, Arizona",-110.926479,Yes,Open,0.0,white,Arizona,"Jared Loughner, 22, opened fire outside a Safeway during a constituent meeting with Congresswoman Gabrielle Giffords (D-Ariz.) before he was subdued by bystanders and arrested.",Congresswoman,Tucson shooting,19
34,frustration,2010-08-03,,,9,Male,Workplace,2,41.775932399999995,"Manchester, Connecticut",-72.5214755,No,Close,0.0,black,Connecticut,"Omar S. Thornton, 34, shot up his Hartford Beer Distributor workplace after facing disciplinary issues, then committed suicide.",,Hartford Beer Distributor shooting,11
44,psycho,2010-02-12,University of Alabama,1.0,0,Female,University of Alabama,3,34.72827538,"Huntsville, Alabama",-86.67230550000002,No,Close,0.0,White American or European American,Alabama,"On February 12, 2010, a 44-year old professor went to a faculty meeting at the University of Alabama in Huntsville. She sat quietly at the meeting for 30 or 40 minutes before pulling out a gun, killing three of her coworkers and injuring three others. She was later arrested outside the building.",Coworkers,University of Alabama in Huntsville,6
37,revenge,2009-11-29,,,4,Male,Coffee Shop,1,47.155846000000004,"Parkland, Washington",-122.437031,Yes,Close,4.0,black,Washington,"Maurice Clemmons, 37, a felon who was out on bail for child-rape charges, entered a coffee shop on a Sunday morning and shot four police officers who had gone there to use their laptops before their shifts. Clemmons, who was wounded fleeing the scene, was later shot dead by a police officer in Seattle after a two-day manhunt.",Policeman,Coffee shop police killings,5
37,revenge,2009-11-29,,,5,Male,Coffee Shop,0,47.16267579,"Lakewood, Washington",-122.5296574,Yes,Close,4.0,Black American or African American,Washington,"On November 29, 2009, a 37-year old convicted felon who was out on bail, entered a coffee shop in Lakewood, Washington. The gunman shot and killed four off-duty police officers who had gone there to use their laptops before their shifts. After a two-day manhunt, the gunman was shot and killed by a police officer in south Seattle.",Policeman,Parkland Coffee Shop,4
39,terrorism,2009-11-05,U.S Army,1.0,13,Male,Fort Hood Army Post,32,31.13814354,"Fort Hood, Texas",-97.77797804,Yes,Close,0.0,White American or European American,Texas,"On November 5, 2009, a 39-year old U.S. Army psychiatrist fatally shot thirteen people and injured thirty-two at Fort Hood Army Base located in Killeen, Texas. He was shot and wounded by another soldier and arrested as he fell unconscious.",random,Fort Hood Army Base,45
41,terrorism,2009-04-03,,,14,Male,American Civic Association Centre,4,42.0986867,"Binghamton, New York",-75.9179738,Yes,Close,0.0,Asian,New York,"Jiverly Wong, 41, opened fire at an American Civic Association center for immigrants before committing suicide.",random,Binghamton shootings,18
45,psycho,2009-03-29,,,8,Male,Nursing Home,3,35.345802,"Carthage, North Carolina",-79.41705429999998,Yes,Close,0.0,white,North Carolina,"Robert Stewart, 45, opened fire at a nursing home where his estranged wife worked before he was shot and arrested by a police officer.",Ex-Wife,Carthage nursing home shooting,11
42,psycho,2009-03-29,Yahoo,1.0,6,Male,Home,1,37.36463172,"Santa Clara, California",-121.96793149999999,No,Close,0.0,Asian American,California,"On March 29, 2009, a 42-year-old web analytics technician for Yahoo! in Santa Clara, California began shooting in his home. He killed his two children, his brother-in-law, sister-in-law, and their infant daughter before committing suicide. He was found to have a growing brain tumor during the autopsy.",Family,"Rivermark, Santa Clara, California",6
45,psycho,2009-03-29,,,8,Male,Nursing Home,2,35.33985609,"Carthage, North Carolina",-79.41381725,Yes,Close,0.0,White American or European American,North Carolina,"On March 29, 2009, a 45-year old man opened fire at the Pinelake Health and Rehab nursing home in Carthage, North Carolina, where his estranged wife worked. The shooter killed eight people and wounded another two before being shot and arrested by a police officer. His ex-wife, the apparent main target, survived the shooting unharmed by hiding in the Alzheimer ward of the building, which was secured by passcode-protected doors.",Ex-Wife,Pinelake Health and Rehab nursing home,10
28,psycho,2009-03-10,,,11,Male,,6,31.04367594,"Geneva, Alabama",-85.87634659999998,No,Open+Close,0.0,White American or European American,Alabama,"On March 10, 2009, a 28-year-old grocery worker in Geneva County, Alabama went to his mother's home to kill her and her three dogs before setting the house on fire. He then went to his uncle's house, killing him, two of his cousins, two neighbors and wounded an aunt and an infant neighbor. He then went next-door and killed his grandmother before fleeing the scene. He killed three passers by and shot at anyone trying to flee or stop him. In total, ten were killed and six were wounded. He committed suicide as police attempted to detain him.",random,"Geneva County, Alabama",16
45,psycho,2008-12-24,,,10,Male,Home,2,34.09026669,"Covina, California",-117.88199579999998,No,Close,0.0,White American or European American,California,"On December 24, 2008, a 45-year-old man entered his brother's residence in Covina, California while dressed in a Santa Claus costume. He then opened fire on his family and ex-wife, killing several before setting the house ablaze. He committed suicide with a gunshot wound to the head. Nine victims died in the incident and two of the wounded escaped the fire.",Family,"Covina, California",11
19,terrorism,2008-10-26,,,0,Male,Dormitory,1,35.08130744,"Conway, Arkansas",-92.43278275,No,Close,0.0,Black American or African American,Arkansas,"On October 26, 2008, four men between the ages of 19 and 20 arrived at a dormitory at the University of Central Arkansas in Conway, Arkansas and began shooting. The shooters killed two students and wounded a visitor before being arrested.",Students,University of Central Arkansas,3
24,anger,2008-07-24,,,0,Male,South Mountain Community College,3,33.57145875,"Phoenix, Arizona",-112.0904854,No,Close,0.0,Black American or African American,Arizona,"On July 24, 2008, a 24-year-old man arrived at the South Mountain Community College in Phoenix, Arizona. He began shooting at two men who had hospitalized him seven months prior and a third was wounded in the incident before the shooter was arrested. No fatalities resulted from the shooting.",random,South Mountain Community College,3
25,anger,2008-06-25,Atlantis Plastics,1.0,7,Male,Atlantis Plastics Factory,1,37.84040411,"Henderson, Kentucky",-87.57853755,No,Close,0.0,White American or European American,Kentucky,"On June 25, 2008, a 25-year-old factory worker at Atlantis Plastics in Henderson, Kentucky had been reprimanded by a supervisor and escorted out of his workplace. He returned with a gun and began shooting, killing his supervisor, five employees and wounded a sixth before committing suicide.",Coworkers,Atlantis Plastics,7
27,terrorism,2008-02-14,,,5,Male,Lecture Hall,21,41.9294736,"DeKalb, Illinois",-88.7503647,Yes,Close,0.0,white,Illinois,"Steven Kazmierczak, 27, opened fire in a lecture hall, then shot and killed himself before police arrived.",Students,Northern Illinois University shooting,26
52,terrorism,2008-02-07,,1.0,6,Male,City Hall Building,2,38.57889169,"Kirkwood, Missouri",-90.42023754,No,Open+Close,0.0,Black American or African American,Missouri,"On February 7, 2008, a 52-year-old construction worker entered the City Hall building in Kirkwood, Missouri and opened fire on a police officer, taking the officer's gun and continuing on to the commencing city council meeting. He began shooting at the council members and reporters, killing five and wounding two others before being killed by police. The mayor suffered wounds that he died from several months later.",Policeman+Council Member,Kirkwood City Hall,7
29,domestic disputer,2007-12-24,,0.0,6,Male/Female,Home,0,47.64628742,"Carnation, Washington",-121.9088524,No,Close,0.0,White American or European American,Washington,"On December 24, 2007, an unemployed woman and her boyfriend, both aged 29, shot the woman's father in regards to a financial dispute in his home in Carnation, Washington. The couple then shot the woman's mother before her brother, his wife and children arrived, upon which the couple shot and killed all four. They were later arrested in the home.",Family,"Carnation, Washington",6
18,terrorism,2007-12-11,,,0,Male,School Bus Stop,6,36.18931923,"Las Vegas, Nevada",-115.3264875,No,Open,0.0,Black American or African American,Nevada,"On December 11, 2007, an 18-year-old high school drop out of Mojave High School in Las Vegas, Nevada arrived at a school bus stop where he planned an encounter with a student who had bumped into him the day before. He then began shooting at the student and others, wounding six before fleeing the scene. The shooter was arrested in Denver, CO after the police received a tip that he was on a bus to Chicago.",random,Mojave High School Bus,6
24,anger,2007-12-09,,,5,Male,Training Center+Church,5,39.81087474,"Arvada, Colorado",-105.17371499999999,No,Close,0.0,White American or European American,Colorado,"On December 9, 2007, a 24-year-old failed missionary entered the Youth With A Mission training center in Arvada, Colorado and began shooting, killing two and wounding two others. He then went to the New Life Church, shooting and killing two more and wounding three others. A former police officer in the congregation opened fire on the shooter, wounding him before he decided to take his own life. ",random,Youth With A Mission and New Life Church,9
19,terrorism,2007-12-05,,,9,Male,Shopping Mall,4,41.25873170000001,"Omaha, Nebraska",-95.93787320000001,Yes,Close,0.0,white,Nebraska,"Robert A. Hawkins, 19, opened fire inside Westroads Mall before committing suicide.",random,Westroads Mall shooting,13
15,frustration,2007-10-25,,,0,Male,"South Middle School in Saginaw, Michigan",4,43.41929117,"Saginaw, Michigan",-83.95032759,No,Open,0.0,Black American or African American,Michigan,"On October 25, 2007, a 15-year-old student arrived at a football game at South Middle School in Saginaw, Michigan looking for his brother. He then ran into other students with which he had an ongoing confrontation and began shooting, wounding four before fleeing the scene. He was later arrested and charged with assault with intent to murder",Students,South Middle School Football Game,4
14,suspension,2007-10-11,,,1,Male,SuccessTech Academy,4,41.47657557,"Cleveland, Ohio",-81.68051502,Yes,Close,0.0,White American or European American,Ohio,"On October 11, 2007, a 14-year-old student of SuccessTech Academy in Cleveland, Ohio arrived at school two days after he had been suspended for getting into a fist-fight with another student. He then began shooting at students and teachers, injuring four during the incident and committing suicide. ",Students+Teachers,SuccessTech Academy,4
20,anger,2007-10-07,Deputy Sheriff,1.0,6,Male,Home,1,45.57190720000001,"Crandon, Wisconsin",-88.9028922,Unclear,Close,0.0,white,Wisconsin,"Off-duty sheriff's deputy Tyler Peterson, 20, opened fire inside an apartment after an argument at a homecoming party. He fled the scene and later committed suicide.",party guests,Crandon shooting,7
23,terrorism,2007-04-16,,,32,Male,School Campus,23,37.2295733,"Blacksburg, Virginia",-80.4139393,Yes,Close,0.0,Asian,Virginia,"Virginia Tech student Seung-Hui Cho, 23, opened fire on his school's campus before committing suicide.",random,Virginia Tech massacre,55
15,terrorism,2007-04-10,,,0,Male,Springwater Trail High School,10,45.50216511,"Gresham, Oregon",-122.44127590000001,No,Close,0.0,Some other race,Oregon,"On April 10, 2007, a 15-year-old student of Springwater Trail High School in Gresham, Oregon arrived to his school and began shooting at his classmates. He wounded ten and killed none before being arrested.",Students,Springwater Trail High School,10
18,religious radicalism,2007-02-12,,,6,Male,Trolley Square,4,40.77787404,"Salt Lake City, Utah",-111.9312168,Unknown,Open,0.0,White American or European American,Utah,"On February 12, 2007, an 18-year-old refugee and high school drop out in Salt Lake City, Utah arrived at Trolley Square and began shooting at the crowd. He killed five and wounded four others before being shot and killed by police. The incident was thought to be an attack of religious radicalism.",random,Trolley Square,9
32,terrorism,2006-10-02,,,6,Male,Bart Township,5,39.9589,"Lancaster County, Pennsylvania",-76.0806,No,Close,0.0,white,Pennsylvania,"Charles Carl Roberts, 32, shot 10 young girls in a one-room schoolhouse in Bart Township, killing 5, before taking his own life.",school girls,Amish school shooting,11
32,terrorism,2006-10-02,,,6,Male,Bart Township,5,40.04214385,"Nickel Mines, Lancaster, Pennsylvania",-76.30100872,Unknown,Close,0.0,White American or European American,Pennsylvania,"On October 2, 2006, a 32-year old men killed five schoolgirls and seriously wounded five others in West Nickel Amish School in Nickel Mines, Pennsylvania before taking his own life. Before the shooting, the gunman separated the students by gender and age, letting go males and adults before locking the school. He ended up committing suicide before police broke into the school.",school girls,West Nickel Mines Amish School,10
18,frustration,2006-09-17,,,0,Male,,5,40.43948548,"Pittsburgh, Pennsylvania",-79.97631581,Unknown,,0.0,Black American or African American,Pennsylvania,"On September 17, 2006, two 18-year old men shot at five Duquesne University basketball players after a school dance. Several players said the shooter was a non-student unhappy that the woman he accompanied to the dance had talked with a player. The shooter and at least one other man followed the players when they left the dance to walk to their dormitory. Both man were later identified and arrested.",basketball players,Duquesne University,5
18,psycho,2006-08-30,,,1,Male,Home+School,2,36.04099857,"Hillsborough, North Carolina",-79.09701201,Yes,Close,0.0,Some other race,North Carolina,"On August 30, 2006, a 18-year old former student at Orange High School in Hillsborough, North Carolina returned to the school to open fire on students and teachers having lunch outside, injuring two students. The student was apprehended outside the school and he confessed that he had previously killed his own father at their family home.",random,Orange High School,3
